appid,name,type,release_date,required_age,developers,publishers,genres,price,metacritic_score,recommendations,achievements,year,owners_estimate,players_forever,average_playtime,median_playtime,tags,positive_reviews,negative_reviews,release_date_parsed
553260,Realpolitiks,game,"Feb 16, 2017",0,Jujubee S.A.,Fulqrum Publishing,Strategy,14.99,52.0,889.0,0,2017,"200,000 .. 500,000",,707,199,"Strategy, Diplomacy, Political Sim, Grand Strategy, Politics",743,461,
453130,Powargrid,game,"Oct 5, 2016",0,Wee Free Studio,Wee Free Studio,"Indie, Strategy",9.99,,,0,2016,"0 .. 20,000",,253,253,"Strategy, Indie, Turn-Based, Turn-Based Tactics, Comedy",27,5,
3010,Xpand Rally,game,"Aug 24, 2006",0,Techland,Techland,Racing,0.54,82.0,505.0,0,2006,"20,000 .. 50,000",,99,111,"Racing, Driving, Physics, 3D, Automobile Sim",472,92,
686440,Hard Time,game,"Aug 16, 2017",0,MDickie,MDickie,"Action, Adventure, Indie, RPG, Simulation",4.99,,290.0,0,2017,"0 .. 20,000",,104,104,"Violent, Action, Simulation, Indie, Adventure",266,34,
521710,Romance of the Three Kingdoms III,game,"Feb 21, 2017",0,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Strategy,6.79,,,0,2017,"0 .. 20,000",,0,0,"Turn-Based Tactics, Wargame, Immersive Sim, Military, Diplomacy",11,18,
108200,Ticket to Ride: Classic Edition,game,"May 24, 2012",0,Days of Wonder,"Days of Wonder, Twin Sails Interactive","Casual, Indie, Strategy",0.0,,3400.0,0,2012,"500,000 .. 1,000,000",,595,129,"Board Game, Strategy, Tabletop, Casual, Multiplayer",4628,755,
614150,Train Harder,game,"Apr 21, 2017",0,2Frogs Software,2Frogs Software,"Action, Casual, Indie, Sports",19.99,,,0,2017,"0 .. 20,000",,0,0,"Sports, Action, Indie, Casual, VR",10,0,
304970,SolidFace Parametric CAD Modeler 2D/3D,game,"Dec 22, 2014",0,"SolidFace Technology Inc., Oscar L.",SolidFace Technology Inc.,"Animation & Modeling, Design & Illustration, Utilities",0.0,,,0,2014,"0 .. 20,000",,0,0,"Design & Illustration, Animation & Modeling, Utilities",1,0,
878520,Sally's Salon: Kiss & Make-Up,game,"Jun 28, 2018",0,GameHouse,GameHouse,"Adventure, Casual, Strategy",17.99,,107.0,0,2018,"0 .. 20,000",,0,0,"Casual, Strategy, Adventure, Time Management, Female Protagonist",80,37,
340630,Ninja Guy,game,"Jan 5, 2015",0,Immunity Studios,Immunity Studios,"Action, Casual, Indie",1.99,,,0,2015,"20,000 .. 50,000",,8,8,"Action, Indie, Casual, Ninja, Funny",48,122,
704310,Lumberjack VR,game,"Oct 13, 2017",0,Erik Brunnström,Erik Brunström,"Action, Indie",0.0,,,0,2017,"0 .. 20,000",,452,452,"Action, Indie, VR",14,7,
619150,while True: learn(),game,"Jan 17, 2019",0,Luden.io,Luden.io,"Indie, Simulation",12.99,73.0,7032.0,0,2019,"500,000 .. 1,000,000",,288,183,"Programming, Simulation, Education, Puzzle, Science",6967,651,
392030,Murasaki,game,"May 12, 2016",0,Katatema,PLAYISM,"Action, Indie",4.99,,115.0,0,2016,"20,000 .. 50,000",,211,288,"Action, Indie, Bullet Hell, Shoot 'Em Up, Anime",109,11,
605850,Pinball Inside: A VR Arcade Game,game,"Mar 8, 2017",0,Reality Reflection,Reality Reflection,"Casual, Indie",0.0,,,0,2017,"0 .. 20,000",,11,11,"Indie, Casual, VR, Pinball",57,15,
441670,Jelly Killer,game,"Mar 24, 2016",0,Immortal Game Studio,Immortal Game Studio,"Action, Adventure, Casual, Indie",3.99,,341.0,0,2016,"20,000 .. 50,000",,181,186,"Indie, Action, Casual, Adventure, Platformer",306,75,
962150,"Tactics V: ""Obsidian Brigade""",game,"Aug 8, 2019",0,From Nothing Game Studios,From Nothing Game Studios,"RPG, Strategy",9.99,,,0,2019,"0 .. 20,000",,0,0,"Strategy, RPG, Turn-Based, Turn-Based Tactics, Tactical",26,8,
50990,Mystery Case Files: Ravenhearst®,game,"Apr 21, 2010",0,Big Fish Games,BFG Entertainment,"Adventure, Casual",9.99,,147.0,0,2010,"0 .. 20,000",,57,60,"Hidden Object, Puzzle, Point & Click, Detective, Horror",134,15,
648510,Choice of the Star Captain,game,"Jun 16, 2017",0,Choice of Games,Choice of Games,"Adventure, Indie, RPG",4.99,,,0,2017,"0 .. 20,000",,0,0,"Indie, Adventure, RPG, Choose Your Own Adventure, Text-Based",7,2,
1071070,Adventure of Great Wolf,game,"May 31, 2019",0,Claudius Keigfron,Claudius Keigfron,"Action, Adventure, Indie, Early Access",2.99,,,0,2019,"0 .. 20,000",,0,0,"Action, Adventure, Indie, Early Access",3,0,
538700,TURGUL: RAPID FIGHTING,game,"Dec 19, 2016",0,dynamicsoulworks,dynamicsoulworks,"Action, Adventure, Casual, Indie, RPG, Sports",0.99,,,0,2016,"0 .. 20,000",,212,212,"Action, Indie, Adventure, Casual, Sports",1,3,
726870,Anchorhead,game,"Jan 31, 2018",0,Michael Gentry,Michael Gentry,"Adventure, Indie",9.99,,,0,2018,"0 .. 20,000",,265,265,"Adventure, Indie, Horror, Interactive Fiction, Lovecraftian",40,6,
1065750,Spark and The Digital Daydream,game,"May 7, 2019",0,Luminescence Interactive,Luminescence Interactive,"Adventure, Free To Play, Indie",0.0,,,0,2019,"0 .. 20,000",,0,0,"Free to Play, Indie, Adventure",63,4,
714780,Google Spotlight Stories: Special Delivery,game,"Dec 14, 2017",0,Google Inc.,Google Inc.,"Adventure, Free To Play",0.0,,,0,2017,"0 .. 20,000",,0,0,"Free to Play, Adventure, VR",46,5,
1204930,Hop Step Sing! Astral Piece,game,"Dec 12, 2019",0,"Kodansha, Kodansha VR Lab",KOMODO,Casual,9.99,,,0,2019,"0 .. 20,000",,0,0,"Casual, VR, Anime, Action, Singleplayer",89,1,
416340,Viking Saga: New World,game,"Nov 5, 2015",0,Qumaron,Qumaron,"Adventure, Casual, Simulation, Strategy",3.99,,,0,2015,"0 .. 20,000",,0,0,"Casual, Strategy, Adventure, Simulation, Vikings",29,7,
242610,Grappledrome,game,"Feb 13, 2017",0,800 North,800 North,"Action, Indie, Early Access",0.0,,,0,2017,"0 .. 20,000",,0,0,"Action, Indie, Early Access, FPS",16,4,
302610,Boson X,game,"Sep 15, 2014",0,"Ian MacLarty, Jon Kerney",Shape Shop,"Action, Indie",1.99,,1318.0,0,2014,"200,000 .. 500,000",,270,217,"Difficult, Action, Arcade, Runner, Minimalist",1449,116,
922520,Blood City,game,"Aug 28, 2018",0,WJLE,WJLE,"Action, Adventure, Indie",2.99,,,0,2018,"0 .. 20,000",,0,0,"Action, Indie, Adventure",18,0,
1099400,唤境引擎 Evkworld,game,"Jul 14, 2019",0,星飞游戏,星飞游戏,Game Development,0.0,,,0,2019,"20,000 .. 50,000",,0,0,Game Development,35,13,
503060,The Agency of Anomalies: Mystic Hospital Collector's Edition,game,"Jul 18, 2016",0,Orneon,BFG Entertainment,"Adventure, Casual",9.99,,,0,2016,"0 .. 20,000",,0,0,"Adventure, Casual, Hidden Object",19,0,
847490,Star Speeder,game,"May 11, 2018",0,Synthetic Games,Synthetic Games,"Action, Casual, Indie",0.99,,,0,2018,"0 .. 20,000",,0,0,"Casual, Racing, Relaxing, Atmospheric, Colorful",7,3,
201010,Geneforge 5: Overthrow,game,"Nov 1, 2008",0,Spiderweb Software,Spiderweb Software,"Strategy, RPG, Indie",19.99,,,0,2008,"50,000 .. 100,000",,1332,1410,"RPG, Indie, Strategy, Turn-Based Combat, Isometric",110,8,
837610,Mary Skelter: Nightmares,game,"19 Jul, 2018",0,Idea Factory,Ghostlight LTD,"Sexual Content, Adventure, RPG, Strategy",20.99,,514.0,0,2018,"0 .. 20,000",,2183,2846,"JRPG, Dungeon Crawler, Anime, Horror, Visual Novel",474,83,
205690,1000 Amps,game,"Feb 22, 2012",0,Brandon Brizzi,Brandon Brizzi,"Adventure, Indie",4.99,,130.0,0,2012,"100,000 .. 200,000",,194,291,"Puzzle-Platformer, Indie, Platformer, Puzzle, Adventure",265,71,
632240,Gunball,game,"Jun 28, 2017",0,REDspace,REDspace,"Casual, Indie, Sports",7.99,,,0,2017,"0 .. 20,000",,0,0,"Indie, Casual, Sports, VR",2,0,
109500,Fowl Space,game,"Mar 21, 2012",0,Pixelante Game Studios,Pixelante Game Studios,"Action, Indie",4.99,,125.0,0,2012,"50,000 .. 100,000",,7,7,"Action, Indie, Memes",106,77,
539290,Brick Breaker,game,"Feb 20, 2017",0,Sanuk Games,Nacon,Casual,9.99,,134.0,0,2017,"50,000 .. 100,000",,95,140,"Casual, Funny, Action, Indie, Multiplayer",58,75,
489100,MachRace,game,"Jun 30, 2016",0,enko,full beast creative,"Casual, Indie, Racing, Early Access",9.99,,,0,2016,"0 .. 20,000",,0,0,"Racing, Indie, Early Access, Casual",8,2,
740450,Alien Planet,game,"Dec 4, 2017",0,Falkrus,Falkrus,"Action, Adventure, Indie",0.99,,,0,2017,"0 .. 20,000",,0,0,"Action, Adventure, Indie",2,0,
448670,Pinball HD Collection,game,"Aug 3, 2016",0,OOO Gameprom,App Business Ventures LLC,"Action, Casual, Indie, Simulation",19.99,,,0,2016,"0 .. 20,000",,0,0,"Simulation, Action, Indie, Casual, Pinball",65,36,
542740,Balloon Blowout,game,"Oct 28, 2016",0,EnsenaSoft,EnsenaSoft,"Action, Casual",0.99,,,0,2016,"50,000 .. 100,000",,233,215,"Action, Casual",57,83,
687980,Mothlight,game,"Aug 25, 2017",0,Samu,Samu,"Free To Play, Indie, RPG",0.0,,,0,2017,"20,000 .. 50,000",,406,406,"Free to Play, RPG, Indie, Nudity, Violent",388,24,
612120,Darwin's bots: Episode 1,game,"Mar 27, 2017",0,Duplicator Studio,Duplicator Studio,"Nudity, Violent, Action, Adventure, Indie",7.99,,,0,2017,"0 .. 20,000",,0,0,"Action, Adventure, Indie, Violent, Nudity",9,8,
701100,Amoreon NightClub,game,"Sep 6, 2017",0,Citor3,Citor3,"Free To Play, Simulation",0.0,,,0,2017,"20,000 .. 50,000",,16,16,"Nudity, Free to Play, Simulation, VR, Sexual Content",59,20,
1126970,Strazeal,game,"Aug 26, 2019",0,"Tradosoft, Michiel Pater",Tradosoft,"Indie, Strategy",1.99,,,0,2019,"20,000 .. 50,000",,0,0,"Strategy, Indie",3,0,
286750,Zoo Empire,game,"Sep 3, 2015",0,Enlight Software Limited,"Retroism, Enlight Software Limited","Casual, Simulation, Strategy",6.99,59.0,133.0,0,2015,"20,000 .. 50,000",,35,52,"Simulation, Strategy, Casual, Management",110,42,
388080,Borderless Gaming,game,"Jul 23, 2015",0,AndrewMD5,"Codeusa, viorae","Action, Utilities",6.99,,4047.0,0,2015,"200,000 .. 500,000",,12158,899,"Utilities, Software, 2D, 3D, Psychological Horror",3300,633,
925360,Ape Hit,game,"Aug 31, 2018",0,Zombie's Delight Studio,Zombie's Delight Studio,"Casual, Indie, Simulation, Free To Play",0.0,,,0,2018,"0 .. 20,000",,0,0,"Casual, Indie, Simulation, Free to Play, VR",11,3,
482300,Investigator,game,"Jun 1, 2016",0,AdroVGames,AdroVGames,"Adventure, Indie, Simulation",1.24,,852.0,0,2016,"50,000 .. 100,000",,285,407,"Adventure, Indie, Horror, Atmospheric, Simulation",701,311,
16130,Fish Tycoon,game,"May 12, 2008",0,Last Day of Work,,"Casual, Simulation",9.99,,110.0,0,2008,"0 .. 20,000",,0,0,"Simulation, Casual, Management",104,14,
411530,Roads of Rome 3,game,"Oct 19, 2015",0,Qumaron,Qumaron,"Adventure, Casual, Simulation, Strategy",3.99,,,0,2015,"0 .. 20,000",,571,571,"Casual, Strategy, Adventure, Simulation, Time Management",40,11,
237430,Expeditions: Conquistador,game,"May 30, 2013",0,Logic Artists,THQ Nordic,"Indie, RPG, Strategy",19.99,77.0,1179.0,0,2013,"200,000 .. 500,000",,589,272,"RPG, Strategy, Turn-Based, Indie, Turn-Based Strategy",1218,325,
485120,Frog Climbers,game,"Oct 6, 2016",0,TeamCrew,Dear Villagers,Indie,0.0,,,0,2016,"20,000 .. 50,000",,5108,130,"Indie, Local Multiplayer, Funny, Parkour, 4 Player Local",158,32,
528670,Elems,game,"Nov 11, 2016",0,Fifth Dimension Company,Fifth Dimension Company,"Casual, Indie",0.99,,,0,2016,"500,000 .. 1,000,000",,300,316,"Indie, Casual",24,16,
417540,Gamefuel Driver Control,game,"Dec 10, 2015",0,Auslogics Software,Console Classics,Utilities,0.0,,,0,2015,"20,000 .. 50,000",,0,0,Utilities,7,6,
465070,TRIZEAL Remix,game,"Jul 7, 2016",0,TRIANGLE SERVICE,KOMODO,Action,11.99,,,0,2016,"0 .. 20,000",,0,0,"Action, Shoot 'Em Up, Bullet Hell, Arcade",28,5,
448010,RePete,game,"Mar 9, 2016",0,Luke Godfrey,Luke Godfrey,"Casual, Indie",1.99,,,0,2016,"0 .. 20,000",,268,311,"Indie, Casual, Platformer, Puzzle-Platformer",42,8,
782630,Twisted Sails,game,"Mar 26, 2018",0,Heatwave Studios,Heatwave Studios,"Action, Casual, Free To Play, Indie",0.0,,,0,2018,"0 .. 20,000",,0,0,"Free to Play, Action, Indie, Casual",15,4,
1162170,Below Sunshade,game,"Nov 19, 2019",0,Arvus Games,Arvus Games,"Indie, RPG",2.99,,,0,2019,"0 .. 20,000",,144,144,,0,0,
818070,Draoi,game,"Sep 27, 2018",0,Avenal Investments Ltd,Avenal Investments Ltd,"RPG, Early Access",19.99,,,0,2018,"0 .. 20,000",,0,0,"RPG, Early Access, VR",0,1,
944590,Thunder Kid,game,"Oct 22, 2018",0,Renegade Sector Games,Renegade Sector Games,Action,7.99,,,0,2018,"0 .. 20,000",,0,0,"Action, Shoot 'Em Up, Retro, Sci-fi, Indie",33,4,
958090,School of the Dead: Anastasia,game,"Nov 27, 2018",0,"NOINDEX GAMES, Maksim Streicher",NOINDEX GAMES,"Action, Indie",0.99,,,0,2018,"0 .. 20,000",,0,0,"Action, Indie, Female Protagonist, 2D, GameMaker",28,10,
607040,Grimoire Chronicles,game,"Apr 20, 2017",0,Warfare Studios,Warfare Studios,"Adventure, Casual, Indie, RPG, Strategy",9.99,,,0,2017,"50,000 .. 100,000",,183,215,"Adventure, Casual, RPG, Indie, Strategy",78,25,
299380,Masquerade: The Baubles of Doom,game,"Apr 20, 2016",0,Big Ant Studios,Big Ant Studios,"Action, Adventure, Casual, Indie",14.99,,,0,2016,"0 .. 20,000",,202,202,"Action, Adventure, Indie, Casual",17,53,
342260,Nevermind,game,"Sep 29, 2015",0,Flying Mollusk,Flying Mollusk,"Adventure, Indie",19.99,,338.0,0,2015,"50,000 .. 100,000",,154,154,"Adventure, Indie, Psychological Horror, Horror, Puzzle",336,94,
888010,Tango: The Adventure Game,game,"Nov 16, 2018",0,Gualicho Games,Inca Games,"Adventure, Indie",1.99,,,0,2018,"0 .. 20,000",,0,0,"Adventure, Indie, Point & Click, Story Rich, Cartoony",61,10,
538950,Plenty: Skyhearth,game,"Oct 20, 2016",0,Tiny Lions,Tiny Lions Inc.,"Action, Casual, Free To Play, Indie, RPG",0.0,,,0,2016,"20,000 .. 50,000",,282,282,"Free to Play, Casual, Action, RPG, Indie",56,9,
293520,Carnivores: Dinosaur Hunter Reborn,game,"May 27, 2015",0,Digital Dreams Entertainment LLC,Digital Dreams Entertainment LLC,"Indie, Simulation",0.0,,664.0,0,2015,"50,000 .. 100,000",,236,399,"Dinosaurs, Simulation, Hunting, Indie, Open World",580,212,
502940,"Calm Down, Stalin",game,"Sep 8, 2016",0,Cartboard Games,Cartboard Games,"Casual, Indie",3.99,,1014.0,0,2016,"50,000 .. 100,000",,74,87,"Memes, Casual, Indie, Funny, Politics",994,105,
1038680,凯旋岛,game,"Apr 4, 2019",0,清风,清风,"Action, Adventure, Massively Multiplayer, Free To Play",0.0,,,0,2019,"0 .. 20,000",,0,0,"Free to Play, Action, Adventure, Massively Multiplayer, Shooter",12,11,
291690,Empathy: Path of Whispers,game,"May 16, 2017",0,Pixel Night,Iceberg Interactive,"Adventure, Indie",19.99,59.0,159.0,0,2017,"20,000 .. 50,000",,152,152,"Adventure, Indie, Story Rich, Atmospheric, Walking Simulator",129,84,
653210,Prisoner,game,"Jul 17, 2017",0,Polovey Alexander,Polovey Alexander,"Adventure, Indie",1.52,,,0,2017,"0 .. 20,000",,7,9,"Indie, Adventure, Platformer, Dark, Perma Death",22,17,
267360,MURI,game,"Dec 6, 2013",0,"Ludosity, Remar Games",Ludosity,Action,9.99,,307.0,0,2013,"50,000 .. 100,000",,113,153,"Action, Platformer, Retro, Female Protagonist, 2D",433,45,
499910,SHINRAI - Broken Beyond Despair,game,"Aug 26, 2016",0,Gosatsu Visual Novels,Gosatsu Visual Novels,"Adventure, Indie",14.99,,124.0,0,2016,"0 .. 20,000",,185,185,"Visual Novel, Detective, Investigation, Mystery, Interactive Fiction",112,12,
12460,BC Kings,game,"Jun 16, 2009",0,Mascot Entertainment,Strategy First,Strategy,0.79,,187.0,0,2009,"20,000 .. 50,000",,47,62,"Strategy, RTS, Multiplayer",125,78,
410320,EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,game,"Jul 18, 2016",0,SANDLOT,D3PUBLISHER,Action,19.99,79.0,7554.0,0,2016,"1,000,000 .. 2,000,000",,1467,665,"Action, Third-Person Shooter, Co-op, Online Co-Op, Aliens",9554,500,
757600,Hotel Transylvania 3: Monsters Overboard,game,"Jul 10, 2018",0,Torus Games,Outright Games Ltd.,Adventure,6.24,,,0,2018,"0 .. 20,000",,9,9,"Vampire, Action-Adventure, Colorful, Family Friendly, Gothic",19,13,
336670,HIT,game,"Feb 9, 2015",0,Shifty Chair Games,Shifty Chair Games,Free To Play,0.0,,,0,2015,"200,000 .. 500,000",,316,465,"Free to Play, Multiplayer, Funny, Action, Shooter",182,290,
733420,Fragments,game,"Nov 9, 2017",0,Pulsarium,Pulsarium,"Adventure, Indie",0.0,,,0,2017,"0 .. 20,000",,0,0,"Adventure, Indie, VR",7,3,
542260,The Herbalist,game,"Nov 15, 2016",0,Moonworks,Moonworks,"Casual, Indie",5.99,,628.0,0,2016,"0 .. 20,000",,306,307,"Anime, Visual Novel, Nudity, Singleplayer, Relaxing",659,45,
369560,The Story Goes On,game,"Mar 2, 2018",0,Scarecrow Arts,Scarecrow Arts,"Action, Adventure, Casual, Indie",4.99,,,0,2018,"0 .. 20,000",,0,0,"Action Roguelike, Action, Casual, Adventure, Arcade",102,26,
394850,Square Brawl,game,"Oct 22, 2015",0,landfall,landfall,"Action, Indie",4.99,,151.0,0,2015,"0 .. 20,000",,25,35,"Action, Indie, Local Multiplayer, 4 Player Local, Multiplayer",146,41,
953900,Pantsu Hunter: Back to the 90s,game,"Jan 17, 2019",0,Golden Wave Games,Golden Wave Games,"Adventure, Casual, Indie",8.99,,230.0,0,2019,"0 .. 20,000",,246,317,"Casual, Adventure, Indie, Visual Novel, Anime",212,44,
299480,Rogue Stormers,game,"Apr 21, 2016",0,Black Forest Games,"HandyGames, Black Forest Games","Action, Indie",19.99,68.0,643.0,0,2016,"200,000 .. 500,000",,137,179,"Action Roguelike, Side Scroller, Shoot 'Em Up, Twin Stick Shooter, Rogue-lite",675,308,
750960,Yissa Deep Realms,game,"Nov 23, 2017",0,PixelGreeds,PixelGreeds,"Action, Adventure, Indie",4.99,,,0,2017,"0 .. 20,000",,0,0,"Platformer, Difficult, Side Scroller, Female Protagonist, 2D",67,6,
523210,A Normal Lost Phone,game,"Jan 26, 2017",0,Accidental Queens,"PID Games, Dear Villagers","Casual, Indie",2.99,71.0,2312.0,0,2017,"100,000 .. 200,000",,128,133,"Indie, LGBTQ+, Casual, Interactive Fiction, Story Rich",2389,297,
950400,Blame Him,game,"Jun 2, 2019",0,Chilla's Art,Chilla's Art,"Action, Adventure, Casual, Indie, Simulation, Strategy",14.99,,175.0,0,2019,"20,000 .. 50,000",,471,688,"Action, Indie, Horror, Adventure, Casual",81,102,
848460,Aurum Kings,game,"Jul 23, 2018",0,Bull Horn Games LLC,Bull Horn Games LLC,"Action, Casual, Indie",0.0,,,0,2018,"0 .. 20,000",,0,0,"Action, Indie, Casual",0,1,
735650,One More Night: BiO Clinic,game,"Nov 6, 2017",0,Stephen Wu,Stephen Wu,"Indie, Strategy",4.99,,,0,2017,"0 .. 20,000",,0,0,"Indie, Strategy, Horror",4,0,
1048100,Peekaboo,game,"Aug 7, 2019",0,Redaster Studio,Redaster Studio,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Simulation",0.74,,2799.0,0,2019,"200,000 .. 500,000",,1717,107,"Action, Multiplayer, Casual, PvP, Physics",2613,686,
345700,Echo Tokyo: An Intro,game,"Jan 27, 2016",0,Dharker Studios,Dharker Studios,"Adventure, Casual, Indie",4.99,,,0,2016,"0 .. 20,000",,0,0,"Adventure, Indie, Casual, Visual Novel, Violent",97,61,
65600,Gothic 3: Forsaken Gods Enhanced Edition,game,"Mar 22, 2011",0,"Trine Studios, G3 Community Patch Team, Mad Vulture Games",THQ Nordic,RPG,9.99,,949.0,0,2011,"200,000 .. 500,000",,253,203,"RPG, Open World, Action, Singleplayer, Adventure",616,623,
674250,Resurgence: Earth United,game,"Sep 29, 2017",0,Pixel by Pixel Studios Inc.,Pixel by Pixel Studios Inc.,"Action, Indie, RPG, Early Access",2.99,,,0,2017,"0 .. 20,000",,225,225,"Indie, Early Access, Action, RPG",22,6,
439250,Space Pilgrim Episode III: Delta Pavonis,game,"Feb 4, 2016",0,"Pilgrim Adventures, GrabTheGames Studios","GrabTheGames, TheGamesFortress","Adventure, Indie",1.99,,346.0,0,2016,"200,000 .. 500,000",,268,250,"Adventure, Indie, RPGMaker, Space, Sci-fi",369,56,
940350,Snakest,game,"Dec 7, 2018",0,Softwaves Mini,HandMade Games,"Adventure, Casual, Indie, Simulation",0.99,,,0,2018,"0 .. 20,000",,0,0,"Adventure, Indie, Casual, Simulation",10,10,
868060,Immortal Darkness: Curse of The Pale King,game,"Oct 17, 2018",0,Giant Space Monster,Giant Space Monster,"Action, Adventure, Indie, RPG",0.0,,,0,2018,"0 .. 20,000",,0,0,"RPG, Dungeon Crawler, Dark Fantasy, Horror, Vampire",44,7,
598590,Escape 2042 - The Truth Defenders,game,"Mar 31, 2017",0,OrionSoft,OrionSoft,"Action, Adventure, Indie",5.99,,,0,2017,"0 .. 20,000",,0,0,"Action, Adventure, Indie, Retro, Platformer",10,3,
620050,Start10,game,"May 11, 2017",0,Stardock,Stardock,Utilities,0.0,,,0,2017,"0 .. 20,000",,1,1,"Utilities, Software",40,25,
211208,VectorMan 2,game,"May 2, 2012",0,,SEGA,,0.0,,,0,2012,"20,000 .. 50,000",,0,0,"Platformer, Action, Classic",5,1,
454330,A Room Beyond,game,"Jun 13, 2017",0,René Bühling,René Bühling,"Adventure, Indie",7.99,,,0,2017,"0 .. 20,000",,0,0,"Adventure, Indie, Point & Click, Horror, Pixel Graphics",21,8,
763230,Fruity Smoothie,game,"Dec 21, 2017",0,Wooden Shoes Games,Wooden Shoes Games,"Casual, Free To Play, Indie",0.0,,,0,2017,"20,000 .. 50,000",,41,59,"Free to Play, Indie, Casual, Co-op, Local Co-Op",196,25,
959710,the earth is a better person than me,game,"Nov 7, 2018",0,Kara Stone,Kara Stone,Indie,6.99,,,0,2018,"0 .. 20,000",,0,0,,0,0,
1140060,War Ghost,game,"Sep 6, 2019",0,Luiz Felipe Da Silva Marian,Mushroom Angels Games,"Action, Adventure, Indie, RPG, Strategy",0.75,,,0,2019,"0 .. 20,000",,0,0,"Turn-Based Tactics, Wargame, Turn-Based Combat, 2D Platformer, Tower Defense",2,2,
974930,Eternal Realm II: Dark Matter,game,"Nov 21, 2018",0,Omega Games,Omega Games,RPG,3.99,,,0,2018,"0 .. 20,000",,0,0,,0,0,
1017480,WarGround,game,"Feb 2, 2019",0,GamersUnit,GamersUnit,"Casual, Free To Play, Indie, Strategy",0.0,,,0,2019,"0 .. 20,000",,0,0,"Free to Play, Strategy, Indie, Casual",13,8,
1165280,Shuffle World,game,"Oct 9, 2019",0,NanningsGames,NanningsGames,"Casual, Indie",0.99,,,0,2019,"0 .. 20,000",,0,0,"Indie, Casual, Puzzle, Puzzle-Platformer, Music",14,6,
818390,The Deer,game,"Dec 16, 2019",0,Dodo Digital,Dodo Digital,"Adventure, Indie",0.0,,,0,2019,"0 .. 20,000",,0,0,"Adventure, Indie, Violent, Gore, Horror",57,26,
562640,Introvert Quest,game,"Mar 15, 2017",0,Amaterasu Software,Amaterasu Software,"Adventure, Casual, Indie, RPG",2.99,,,0,2017,"50,000 .. 100,000",,233,212,"Mystery, Adventure, Anime, JRPG, Indie",103,36,
360840,Lumini,game,"Sep 3, 2015",0,Speelbaars,2Awesome Studio,"Adventure, Indie",12.99,69.0,,0,2015,"0 .. 20,000",,969,990,"Indie, Adventure, Relaxing, Simulation, Great Soundtrack",147,26,
